2993.0915441180073	0.
2993.168423669464	0.
2993.2453051956236	0.
2993.3221886965334	0.
2993.39907417225	0.
2993.4759616228216	0.
2993.552851048295	0.
2993.6297424487284	0.
2993.706635824168	0.
2993.7835311746626	0.
2993.860428500268	0.
2993.937327801033	0.
2994.0142290770045	0.
2994.09113232824	0.
2994.168037554786	0.
2994.2449447566914	0.
2994.321853934013	0.
2994.3987650867944	0.
2994.4756782150935	0.
2994.5525933189574	0.
2994.629510398434	0.
2994.70642945358	0.
2994.783350484443	0.
2994.860273491071	0.
2994.937198473521	0.
2995.0141254318405	0.
2995.091054366077	0.
2995.1679852762873	0.
2995.2449181625198	0.
2995.3218530248214	0.
2995.398789863249	0.
2995.4757286778513	0.
2995.5526694686746	0.
2995.6296122357767	0.
2995.7065569792053	0.
2995.7835036990077	0.
2995.860452395241	0.
2995.9374030679523	0.
2996.0143557171905	0.
2996.0913103430116	0.
2996.168266945464	0.
2996.2452255245944	0.
2996.3221860804606	0.
2996.39914861311	0.
2996.47611312259	0.
2996.553079608958	0.
2996.630048072261	0.
2996.707018512548	0.
2996.7839909298746	0.
2996.8609653242893	0.
2996.9379416958395	0.
2997.014920044582	0.
2997.0919003705653	0.
2997.168882673836	0.
2997.2458669544517	0.
2997.32285321246	0.
2997.3998414479083	0.
2997.476831660854	0.
2997.553823851342	0.
2997.630818019428	0.
2997.707814165161	0.
2997.784812288588	0.
2997.8618123897663	0.
2997.9388144687437	0.
2998.0158185255677	0.
2998.0928245602954	0.
2998.169832572974	0.
2998.246842563652	0.
2998.323854532386	0.
2998.400868479224	0.
2998.477884404213	0.
2998.554902307411	0.
2998.6319221888643	0.
2998.7089440486225	0.
2998.7859678867408	0.
2998.8629937032683	0.
2998.940021498252	0.
2999.0170512717486	0.
2999.094083023807	0.
2999.1711167544736	0.
2999.2481524638065	0.
2999.3251901518524	0.
2999.40222981866	0.
2999.479271464286	0.
2999.556315088778	0.
2999.633360692183	0.
2999.7104082745595	0.
2999.7874578359542	0.
2999.8645093764158	0.
2999.941562896	0.
3000.0186183947553	0.
3000.0956758727293	0.
3000.1727353299793	0.
3000.2497967665527	0.
3000.3268601824975	0.
3000.4039255778707	0.
3000.4809929527196	0.
3000.5580623070923	0.
3000.635133641046	0.
3000.7122069546285	0.
3000.789282247887	0.
3000.866359520879	0.
3000.943438773649	0.
3001.020520006254	0.
3001.0976032187423	0.
3001.174688411161	0.
3001.251775583567	0.
3001.3288647360087	0.
3001.4059558685335	0.
3001.4830489811984	0.
3001.5601440740515	0.
3001.6372411471402	0.
3001.714340200522	0.
3001.7914412342443	0.
3001.8685442483547	0.
3001.9456492429103	0.
3002.02275621796	0.
3002.09986517355	0.
3002.176976109738	0.
3002.254089026572	0.
3002.331203924099	0.
3002.408320802377	0.
3002.4854396614537	0.
3002.5625605013765	0.
3002.6396833222025	0.
3002.7168081239793	0.
3002.7939349067556	0.
3002.8710636705873	0.
3002.9481944155227	0.
3003.02532714161	0.
3003.1024618489055	0.
3003.1795985374574	0.
3003.2567372073136	0.
3003.333877858531	0.
3003.4110204911576	0.
3003.4881651052406	0.
3003.565311700838	0.
3003.642460277997	0.
3003.7196108367657	0.
3003.7967633772005	0.
3003.87391789935	0.
3003.951074403262	0.
3004.028232888993	0.
3004.1053933565913	0.
3004.1825558061046	0.
3004.25972023759	0.
3004.336886651092	0.
3004.4140550466677	0.
3004.4912254243654	0.
3004.5683977842323	0.
3004.645572126326	0.
3004.7227484506943	0.
3004.7999267573846	0.
